"No.","Time","Source","Destination","Protocol","Length","Info"
"923","27.834638","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3262, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"924","27.937058","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3263, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"925","28.039351","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3264, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"926","28.141816","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3265, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"927","28.244139","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3266, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"928","28.346593","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3267, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"929","28.448930","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3268, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"937","28.551423","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3270, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"938","28.653806","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3271, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"939","28.756156","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3272, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"940","28.858584","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3273, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"941","28.960990","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3274, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"942","29.063334","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3275, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"943","29.165792","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3276, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"944","29.268185","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3277, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"945","29.370509","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3278, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"946","29.472881","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3279, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"953","29.575329","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3280, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"954","29.677666","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3281, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"955","29.780158","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3282, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"956","29.883295","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3283, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"957","29.984954","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3284, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"958","30.087330","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3285, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"959","30.189748","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3286, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"960","30.292115","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3287, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"961","30.394473","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3288, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"962","30.496963","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3289, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"968","30.599307","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3290, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"969","30.701656","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3291, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"970","30.804109","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3292, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"971","30.906512","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3293, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"972","31.008912","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3294, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"973","31.111218","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3295, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"974","31.213682","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3296, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"975","31.316071","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3297, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"976","31.418471","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3298, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"977","31.520868","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3299, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"988","31.623258","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3301, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"989","31.725648","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3302, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"990","31.828084","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3303, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"991","31.930456","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3304, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"992","32.032804","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3305, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"993","32.135254","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3306, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"994","32.237647","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3307, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"995","32.340057","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3308, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"996","32.442421","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3309, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"997","32.544788","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3310, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1004","32.647153","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3311, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1005","32.749628","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3312, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1026","32.851998","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3318, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1116","32.954411","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3342, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1205","33.056759","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3366, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1316","33.159260","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3400, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1340","33.261613","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3408, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1345","33.364000","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3409, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1348","33.466340","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3410, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1351","33.568765","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3411, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1352","33.671136","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3412, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1353","33.773544","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3413, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1354","33.875995","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3414, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1355","33.978379","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3415, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1356","34.080716","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3416, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1357","34.183133","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3417, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1358","34.285497","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3418, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1359","34.387946","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3419, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1360","34.490249","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3420, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1367","34.592755","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3422, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1368","34.695151","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3423, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1369","34.797530","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3424, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1370","34.899937","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3425, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1371","35.002279","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3426, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1372","35.104693","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3427, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1373","35.207119","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3428, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1374","35.309528","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3429, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1375","35.411901","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3430, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1376","35.514223","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3431, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1385","35.616673","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3434, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1388","35.719000","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3435, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1389","35.821507","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3436, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1390","35.923898","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3437, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1391","36.026306","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3438, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1392","36.128689","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3439, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1393","36.231089","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3440, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1394","36.333438","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3441, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1395","36.435894","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3442, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1396","36.538227","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3443, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1397","36.640638","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3444, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1402","36.743046","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3445, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1403","36.845467","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3446, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1404","36.947783","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3447, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1405","37.050227","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3448, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1406","37.152577","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3449, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1407","37.255011","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3450, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1408","37.357404","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3451, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1409","37.459808","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3452, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1410","37.562193","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3453, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1411","37.664594","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3454, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1421","37.766948","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3456, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1422","37.869413","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3457, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1423","37.971789","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3458, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1424","38.074171","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3459, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1425","38.176596","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3460, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1426","38.278986","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3461, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1427","38.381391","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3462, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1428","38.483737","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3463, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1429","38.586080","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3464, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1430","38.688550","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3465, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1435","38.790901","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3466, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1436","38.893356","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3467, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1437","38.995758","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3468, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1439","39.098171","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3469, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1440","39.200560","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3470, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1441","39.307896","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3471, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1442","39.405324","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3472, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1443","39.507754","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3473, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1444","39.610080","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3474, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1445","39.712538","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3475, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1452","39.814946","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3477, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1453","39.917292","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3478, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1454","40.019637","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3479, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1455","40.122092","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3480, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1456","40.224429","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3481, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1457","40.326864","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3482, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1458","40.429201","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3483, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1459","40.531670","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3484, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1460","40.634100","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3485, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1461","40.736515","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1467","40.838864","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3487, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1468","40.941240","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3488, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1469","41.045174","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3489, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1470","41.146040","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3490, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1471","41.248450","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3491, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1472","41.350876","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3492, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1473","41.453247","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3493, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1474","41.555626","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1475","41.657940","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3495, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1476","41.760370","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3496, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1484","41.766821","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3479, FN=0, Flags=........., BI=100"
"1485","41.862732","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3497, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1486","41.868946","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3480, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1487","41.965189","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3498, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1488","41.971328","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3481, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1489","42.067611","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3499, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1491","42.170027","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3500, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1492","42.176195","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3483, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1493","42.272354","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3501, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1494","42.278822","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3484, FN=0, Flags=........., BI=100, SSID=linksys1R"
"1495","42.374762","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3502, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1496","42.381070","LinksysG_67:22:94","5f:a5:ff:ff:ff:ff","802.11","90","Beacon frame, SN=3485, FN=0, Flags=........., BI=16484, SSID=linksys12"
"1497","42.477127","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3503, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1498","42.483570","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3486, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1499","42.532596","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3640, FN=0, Flags=........C, BI=100, SSID=linksys_SES_24086"
"1500","42.579556","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3504, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1501","42.681946","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3505, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1502","42.784400","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3506, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1513","42.839707","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3643, FN=0, Flags=........C, BI=100, SSID=linksys_SES_24086"
"1514","42.886776","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3508, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1515","42.892973","LinksysG_67:22:94","ff:ff:ff:ff:5f:a5","802.11","90","Beacon frame, SN=3490, FN=0, Flags=........., BI=100, SSID=linksys12"
"1516","42.989154","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3509, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1517","42.995445","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3491, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1518","43.091484","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3510, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1519","43.097945","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3492, FN=0, Flags=.pm..M..."
"1520","43.193942","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3511, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1521","43.200573","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3493, FN=0, Flags=........., BI=770, SSID=lin\\357\\277\\275~ys"
"1522","43.296288","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3512, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1523","43.302694","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3494, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1524","43.398706","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3513, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1525","43.501138","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3514, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1526","43.603548","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3515, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1527","43.658960","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3651, FN=0, Flags=........C, BI=100, SSID=linksys_SES_24086"
"1528","43.705897","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3516, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1529","43.712193","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3498, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1530","43.808337","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3517, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1538","43.814692","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3499, FN=0, Flags=........C, BI=100, SSID=linksys12"
"1539","43.910722","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3518, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"1540","43.917194","LinksysG_67:22:94","ff:ff:af:d2:ff:ff","802.11","90","Beacon frame, SN=3500, FN=0, Flags=........., BI=100, SSID=linksys12"
