"No.","Time","Source","Destination","Protocol","Length","Info"
"2062","61.010576","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3703, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2065","61.113074","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3704, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2077","61.215463","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3705, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2085","61.317832","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3706, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2086","61.420230","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3707, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2092","61.522607","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3708, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2101","61.624991","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3709, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2102","61.727465","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3710, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2107","61.829839","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3711, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2112","61.932237","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3712, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2115","62.034596","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3713, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2119","62.136978","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3714, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2134","62.239357","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3715, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2135","62.341982","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3716, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2136","62.444239","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3717, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2137","62.546609","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3718, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2138","62.648980","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3719, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2139","62.751362","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3720, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2140","62.853735","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3721, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2141","62.956104","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3722, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2155","63.161272","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3725, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2173","63.263517","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3729, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2174","63.365851","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3730, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2175","63.468265","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3731, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2176","63.570627","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3732, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2177","63.673065","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3733, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2180","63.775453","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3735, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2181","63.877863","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3736, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2182","63.980220","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3737, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2183","64.082736","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3738, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2184","64.184955","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3739, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2186","64.287393","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3740, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2187","64.389814","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3741, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2188","64.492209","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3742, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2189","64.594615","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3743, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2190","64.697050","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3744, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2191","64.799414","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3745, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2192","64.902015","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3746, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2193","65.004121","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3747, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2194","65.106585","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3748, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2195","65.208909","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3749, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2196","65.311388","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3750, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2197","65.413799","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3751, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2198","65.516202","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3752, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2199","65.618494","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3753, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2200","65.720885","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3754, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2202","65.823319","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3755, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2203","65.925765","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3756, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2204","66.028159","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3757, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2205","66.130565","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3758, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2215","66.232826","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3761, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2219","66.335331","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3762, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2220","66.437695","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3763, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2224","66.540018","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3764, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2226","66.642436","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3765, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2229","66.744922","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3767, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2230","66.847346","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3768, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2231","66.950179","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3769, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2232","67.052017","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3770, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2233","67.154446","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3771, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2236","67.256864","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3772, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2243","67.359261","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3773, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2244","67.462443","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3774, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2246","67.563973","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3775, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2248","67.666444","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3776, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2249","67.768895","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3777, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2250","67.871186","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3778, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2251","67.973665","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3779, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2254","68.075964","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3780, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2256","68.178423","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3781, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2257","68.280835","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3782, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2258","68.383261","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3783, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2259","68.485632","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3784, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2267","68.587997","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3785, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2275","68.690433","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3786, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2276","68.792767","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3787, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2277","68.895246","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3788, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2278","68.997617","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3789, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2279","69.100029","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3790, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2280","69.202392","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3791, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2284","69.304715","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3792, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2288","69.407125","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3793, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2290","69.463202","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3938, FN=0, Flags=........C, BI=100, SSID=linksys_SES_24086"
"2291","69.509567","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3794, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2295","69.611958","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3795, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2296","69.667955","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3940, FN=0, Flags=........., BI=100, SSID=linksys_SES_24086"
"2299","69.714354","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3797, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2300","69.816772","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3798, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2301","69.919185","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3799, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2302","70.022542","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3800, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2305","70.123908","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3801, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2308","70.226200","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3802, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2309","70.328742","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3803, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2310","70.336947","LinksysG_67:22:94","Broadcast","802.11","90","Beacon frame, SN=3760, FN=0, Flags=o........, BI=2304"
"2311","70.431166","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3804, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2312","70.533766","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3805, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2313","70.635970","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3806, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2314","70.738327","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3807, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2315","70.840739","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3808, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2319","70.943156","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3809, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2320","71.045542","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3810, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2321","71.101576","Cisco-Li_f5:ba:bb","Broadcast","802.11","132","Beacon frame, SN=3954, FN=0, Flags=........C, BI=100, SSID=linksys_SES_24086"
"2322","71.147898","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3811, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2323","71.250339","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3812, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2327","71.352708","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3813, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2328","71.455065","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3814, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2331","71.557330","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3815, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2334","71.659897","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3816, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2336","71.762287","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3817, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2337","71.864626","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3818, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2338","71.967102","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3819, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2339","72.069393","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3820, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2340","72.172249","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3821, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2341","72.274307","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3822, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2342","72.282076","LinksysG_67:22:94","7f:26:ff:ff:ff:ff","802.11","90","Beacon frame, SN=3779, FN=0, Flags=........., BI=100, SSID=linksys12[Packet size limited during capture]"
"2345","72.376568","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3823, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2347","72.479021","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3824, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2348","72.581464","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3825, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2349","72.683846","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3826, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2352","72.786234","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3828, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2353","72.888678","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3829, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2354","72.991058","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3830, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2357","73.093344","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3831, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2359","73.195840","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3832, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2360","73.298107","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3833, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2361","73.400452","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3834, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2362","73.503040","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3835, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
"2363","73.605445","Cisco-Li_f7:1d:51","Broadcast","802.11","183","Beacon frame, SN=3836, FN=0, Flags=........C, BI=100, SSID=30 Munroe St"
