"No.","Time","Source","Destination","Protocol","Length","Info"
"15195","18.248345","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2299, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15214","18.260493","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2300, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15215","18.261205","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=677, FN=0, Flags=........C, BI=100, SSID=pdi"
"15216","18.267764","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3895, FN=0, Flags=........C, BI=100, SSID=pas"
"15218","18.272806","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2301, FN=0, Flags=........C, BI=100, SSID=pas"
"15219","18.273149","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3430, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15220","18.273945","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=678, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15221","18.274867","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1307, FN=0, Flags=........C, BI=100, SSID=pdi"
"15223","18.286067","Cisco_43:ba:c4","Broadcast","802.11","252","Beacon frame, SN=3431, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15224","18.291182","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3975, FN=0, Flags=........C, BI=100, SSID=NEO"
"15228","18.295146","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3642, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15231","18.297552","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3432, FN=0, Flags=........C, BI=100, SSID=pas"
"15232","18.298091","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=679, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15238","18.308902","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3896, FN=0, Flags=........C, BI=100, SSID=pdi"
"15240","18.310542","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=680, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15241","18.311411","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2927, FN=0, Flags=........C, BI=100, SSID=pdi"
"15243","18.314264","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=2302, FN=0, Flags=........C, BI=100, SSID=pdi"
"15248","18.321073","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3897, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15250","18.322605","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=681, FN=0, Flags=........C, BI=100, SSID=pas"
"15252","18.324152","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2928, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15253","18.324391","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1327, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15254","18.326082","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2303, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15255","18.333819","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2046, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15257","18.337095","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1328, FN=0, Flags=........C, BI=100, SSID=pas"
"15258","18.338661","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3433, FN=0, Flags=........C, BI=100, SSID=pdi"
"15260","18.345879","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3898, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15268","18.348503","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2929, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15273","18.350742","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2304, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15287","18.359427","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3921, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15289","18.363459","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2305, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15290","18.363768","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=682, FN=0, Flags=........C, BI=100, SSID=pdi"
"15292","18.370178","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3922, FN=0, Flags=........C, BI=100, SSID=pas"
"15293","18.372798","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2953, FN=0, Flags=........C, BI=100, SSID=pas"
"15294","18.375192","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2306, FN=0, Flags=........C, BI=100, SSID=pas"
"15295","18.375856","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=683, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15296","18.376621","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3435, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15297","18.378008","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1329, FN=0, Flags=........C, BI=100, SSID=pdi"
"15298","18.390583","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3979, FN=0, Flags=........C, BI=100, SSID=NEO"
"15300","18.391562","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1330, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15304","18.397565","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3643, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15306","18.400173","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3437, FN=0, Flags=........C, BI=100, SSID=pas"
"15307","18.400509","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=684, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15309","18.411118","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3923, FN=0, Flags=........C, BI=100, SSID=pdi"
"15310","18.412673","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=685, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15311","18.413697","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2954, FN=0, Flags=........C, BI=100, SSID=pdi"
"15312","18.414193","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1331, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15320","18.423311","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3924, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15323","18.425620","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=686, FN=0, Flags=........C, BI=100, SSID=pas"
"15324","18.426108","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2955, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15326","18.428363","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2308, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15330","18.437585","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2047, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15331","18.438866","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1349, FN=0, Flags=........C, BI=100, SSID=pas"
"15332","18.441062","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3438, FN=0, Flags=........C, BI=100, SSID=pdi"
"15340","18.447952","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3925, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15353","18.451942","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=2956, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15356","18.453083","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2309, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15365","18.462974","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2969, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15369","18.465448","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2310, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15370","18.466190","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=687, FN=0, Flags=........C, BI=100, SSID=pdi"
"15371","18.472634","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3940, FN=0, Flags=........C, BI=100, SSID=pas"
"15373","18.477527","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2311, FN=0, Flags=........C, BI=100, SSID=pas"
"15374","18.478197","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=688, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15375","18.478941","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3440, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15376","18.479689","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1350, FN=0, Flags=........C, BI=100, SSID=pdi"
"15379","18.490135","Cisco_43:ba:c4","Broadcast","802.11","252","Beacon frame, SN=3443, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15384","18.500155","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3646, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15386","18.502833","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=689, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15389","18.514149","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3941, FN=0, Flags=........C, BI=100, SSID=pdi"
"15390","18.515151","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=690, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15391","18.516100","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2971, FN=0, Flags=........C, BI=100, SSID=pdi"
"15393","18.518565","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=2312, FN=0, Flags=........C, BI=100, SSID=pdi"
"15406","18.527916","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=691, FN=0, Flags=........C, BI=100, SSID=pas"
"15407","18.528485","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2972, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15409","18.530917","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2315, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15412","18.538621","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2048, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15413","18.541346","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1375, FN=0, Flags=........C, BI=100, SSID=pas"
"15414","18.543296","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3445, FN=0, Flags=........C, BI=100, SSID=pdi"
"15416","18.550348","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3943, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15441","18.562512","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3960, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15443","18.565240","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=2991, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15444","18.567658","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2317, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15445","18.568282","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=692, FN=0, Flags=........C, BI=100, SSID=pdi"
"15446","18.574805","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3962, FN=0, Flags=........C, BI=100, SSID=pas"
"15447","18.577574","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=2992, FN=0, Flags=........C, BI=100, SSID=pas"
"15449","18.579877","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2318, FN=0, Flags=........C, BI=100, SSID=pas"
"15450","18.580578","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=693, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15451","18.580970","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3448, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15452","18.582095","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1376, FN=0, Flags=........C, BI=100, SSID=pdi"
"15453","18.592504","Cisco_43:ba:c4","Broadcast","802.11","252","Beacon frame, SN=3449, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15454","18.594668","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1377, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15455","18.601385","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3985, FN=0, Flags=........C, BI=100, SSID=NEO"
"15456","18.602389","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3650, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15459","18.604758","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3450, FN=0, Flags=........C, BI=100, SSID=pas"
"15460","18.605164","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=694, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15464","18.615894","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3963, FN=0, Flags=........C, BI=100, SSID=pdi"
"15466","18.617469","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=695, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15467","18.618523","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=2993, FN=0, Flags=........C, BI=100, SSID=pdi"
"15468","18.619264","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1378, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15470","18.620894","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=2319, FN=0, Flags=........C, BI=100, SSID=pdi"
"15479","18.628348","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=3964, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15480","18.629879","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=696, FN=0, Flags=........C, BI=100, SSID=pas"
"15482","18.630754","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=2994, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15483","18.633199","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2320, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15487","18.642176","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2049, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15489","18.643875","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1403, FN=0, Flags=........C, BI=100, SSID=pas"
"15491","18.645692","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3451, FN=0, Flags=........C, BI=100, SSID=pdi"
"15499","18.652993","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3965, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15507","18.658262","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2321, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15521","18.665023","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=3990, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15531","18.670146","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2322, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15532","18.670790","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=698, FN=0, Flags=........C, BI=100, SSID=pdi"
"15538","18.677222","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=3992, FN=0, Flags=........C, BI=100, SSID=pas"
"15539","18.679955","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3026, FN=0, Flags=........C, BI=100, SSID=pas"
"15540","18.682352","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2323, FN=0, Flags=........C, BI=100, SSID=pas"
"15541","18.682582","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3453, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15542","18.682984","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=699, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15543","18.685532","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1404, FN=0, Flags=........C, BI=100, SSID=pdi"
"15544","18.692194","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3989, FN=0, Flags=........C, BI=100, SSID=NEO"
"15548","18.695045","Cisco_43:ba:c4","Broadcast","802.11","252","Beacon frame, SN=3454, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15551","18.696798","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1405, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15553","18.704628","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3651, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15555","18.707471","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3455, FN=0, Flags=........C, BI=100, SSID=pas"
"15556","18.707848","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=700, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15565","18.718392","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=3993, FN=0, Flags=........C, BI=100, SSID=pdi"
"15566","18.719784","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=701, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15570","18.723123","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3027, FN=0, Flags=........C, BI=100, SSID=pdi"
"15573","18.732087","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=702, FN=0, Flags=........C, BI=100, SSID=pas"
"15574","18.733100","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3028, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15575","18.733846","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1415, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15576","18.735548","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2325, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15578","18.743360","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2051, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15579","18.748100","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3456, FN=0, Flags=........C, BI=100, SSID=pdi"
"15582","18.755240","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=3995, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15590","18.758262","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3029, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15595","18.760688","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2326, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15599","18.767529","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=4005, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15602","18.772489","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2327, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15603","18.773099","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=703, FN=0, Flags=........C, BI=100, SSID=pdi"
"15604","18.779747","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=4007, FN=0, Flags=........C, BI=100, SSID=pas"
"15606","18.782268","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3039, FN=0, Flags=........C, BI=100, SSID=pas"
"15607","18.784874","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2328, FN=0, Flags=........C, BI=100, SSID=pas"
"15608","18.785495","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=704, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15610","18.786111","Cisco_43:ba:c2","Broadcast","802.11","252","Beacon frame, SN=3459, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15611","18.787026","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1417, FN=0, Flags=........C, BI=100, SSID=pdi"
"15618","18.795059","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3991, FN=0, Flags=........C, BI=100, SSID=NEO"
"15627","18.800417","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=1418, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15628","18.807096","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3657, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15630","18.809529","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3461, FN=0, Flags=........C, BI=100, SSID=pas"
"15631","18.809899","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=705, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15633","18.820703","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=4008, FN=0, Flags=........C, BI=100, SSID=pdi"
"15634","18.822231","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=706, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15636","18.823740","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3040, FN=0, Flags=........C, BI=100, SSID=pdi"
"15644","18.832935","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=4009, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15646","18.835242","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=707, FN=0, Flags=........C, BI=100, SSID=pas"
"15648","18.838850","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2331, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15651","18.850696","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3462, FN=0, Flags=........C, BI=100, SSID=pdi"
"15653","18.857744","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=4010, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15660","18.861420","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3042, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15664","18.862664","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2332, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15680","18.874862","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2333, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15681","18.875607","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=709, FN=0, Flags=........C, BI=100, SSID=pdi"
"15683","18.882133","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=4028, FN=0, Flags=........C, BI=100, SSID=pas"
"15684","18.884754","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3059, FN=0, Flags=........C, BI=100, SSID=pas"
"15686","18.887664","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=2334, FN=0, Flags=........C, BI=100, SSID=pas"
"15687","18.888054","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=710, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15688","18.889405","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=1445, FN=0, Flags=........C, BI=100, SSID=pdi"
"15690","18.899486","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3996, FN=0, Flags=........C, BI=100, SSID=NEO"
"15691","18.899795","Cisco_43:ba:c4","Broadcast","802.11","252","Beacon frame, SN=3465, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15695","18.909362","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3658, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"15696","18.912057","Cisco_43:ba:c0","Broadcast","802.11","248","Beacon frame, SN=3466, FN=0, Flags=........C, BI=100, SSID=pas"
"15697","18.913226","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=711, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15701","18.923131","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=4029, FN=0, Flags=........C, BI=100, SSID=pdi"
"15702","18.924749","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=712, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15703","18.925811","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3060, FN=0, Flags=........C, BI=100, SSID=pdi"
"15704","18.927026","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=1447, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15706","18.927993","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=2335, FN=0, Flags=........C, BI=100, SSID=pdi"
"15707","18.935383","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=4030, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15709","18.936952","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=713, FN=0, Flags=........C, BI=100, SSID=pas"
"15712","18.938557","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=1455, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15714","18.940490","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=2336, FN=0, Flags=........C, BI=100, SSID=eduroam"
"15718","18.948448","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=2053, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"15720","18.950916","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=1456, FN=0, Flags=........C, BI=100, SSID=pas"
"15721","18.952896","Cisco_43:ba:c5","Broadcast","802.11","248","Beacon frame, SN=3468, FN=0, Flags=........C, BI=100, SSID=pdi"
"15723","18.959991","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=4031, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15733","18.965014","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=2337, FN=0, Flags=........C, BI=100, SSID=alumnos"
"15737","18.972240","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=4039, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15740","18.975134","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3070, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15741","18.977334","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=2338, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"15742","18.977860","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=715, FN=0, Flags=........C, BI=100, SSID=pdi"
