"No.","Time","Source","Destination","Protocol","Length","Info"
"4719","6.613454","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=2093, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4731","6.618272","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3592, FN=0, Flags=........C, BI=100, SSID=NEO"
"4735","6.621601","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3449, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"4745","6.624655","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=4073, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4772","6.635213","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=670, FN=0, Flags=........C, BI=100, SSID=pdi"
"4777","6.636927","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=4074, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"4779","6.637734","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3830, FN=0, Flags=........C, BI=100, SSID=pdi"
"4782","6.640045","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1585, FN=0, Flags=........C, BI=100, SSID=pdi"
"4788","6.647377","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=671, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4791","6.648792","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=4075, FN=0, Flags=........C, BI=100, SSID=pas"
"4794","6.649922","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3831, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4799","6.652366","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1586, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4823","6.663590","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1842, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"4844","6.672114","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=672, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4853","6.675058","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3832, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4858","6.676885","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1587, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4871","6.686834","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3844, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"4872","6.690396","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=4076, FN=0, Flags=........C, BI=100, SSID=pdi"
"4873","6.690697","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1588, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"4884","6.696505","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=685, FN=0, Flags=........C, BI=100, SSID=pas"
"4885","6.703245","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=4077, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4886","6.703642","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1589, FN=0, Flags=........C, BI=100, SSID=pas"
"4917","6.723854","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3450, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"4922","6.726692","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=4078, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4934","6.732386","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3594, FN=0, Flags=........C, BI=100, SSID=NEO"
"4942","6.737297","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=686, FN=0, Flags=........C, BI=100, SSID=pdi"
"4948","6.739151","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=4079, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"4951","6.740184","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3846, FN=0, Flags=........C, BI=100, SSID=pdi"
"4962","6.751754","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=4082, FN=0, Flags=........C, BI=100, SSID=pas"
"4963","6.752713","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3847, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4965","6.755683","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1591, FN=0, Flags=........C, BI=100, SSID=eduroam"
"4974","6.763021","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1846, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"4992","6.774042","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=688, FN=0, Flags=........C, BI=100, SSID=alumnos"
"4999","6.776912","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3848, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5005","6.779607","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1592, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5021","6.788257","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=709, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5023","6.789215","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3869, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5024","6.791603","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1593, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5025","6.792713","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=4083, FN=0, Flags=........C, BI=100, SSID=pdi"
"5031","6.798717","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=710, FN=0, Flags=........C, BI=100, SSID=pas"
"5035","6.801501","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3870, FN=0, Flags=........C, BI=100, SSID=pas"
"5040","6.803882","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1594, FN=0, Flags=........C, BI=100, SSID=pas"
"5041","6.804610","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=4084, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5060","6.813201","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3596, FN=0, Flags=........C, BI=100, SSID=NEO"
"5079","6.826239","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3451, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5107","6.839965","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=711, FN=0, Flags=........C, BI=100, SSID=pdi"
"5110","6.841303","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=4086, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5112","6.842334","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=3871, FN=0, Flags=........C, BI=100, SSID=pdi"
"5115","6.844961","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1595, FN=0, Flags=........C, BI=100, SSID=pdi"
"5117","6.853484","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=712, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5118","6.853806","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=4087, FN=0, Flags=........C, BI=100, SSID=pas"
"5120","6.854579","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3872, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5126","6.857201","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1596, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5141","6.866845","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1848, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"5145","6.876431","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=713, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5159","6.881627","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1597, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5169","6.888808","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=732, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5176","6.891611","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3890, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5180","6.893997","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1598, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5184","6.897855","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=4088, FN=0, Flags=........C, BI=100, SSID=pdi"
"5185","6.901054","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=733, FN=0, Flags=........C, BI=100, SSID=pas"
"5186","6.903868","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3893, FN=0, Flags=........C, BI=100, SSID=pas"
"5189","6.913426","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=4089, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5206","6.928108","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1604, FN=0, Flags=........C, BI=100, SSID=pas"
"5215","6.935504","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=4095, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5217","6.943148","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=734, FN=0, Flags=........C, BI=100, SSID=pdi"
"5218","6.943640","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=0, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5227","6.947367","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1605, FN=0, Flags=........C, BI=100, SSID=pdi"
"5233","6.954589","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=735, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5235","6.956062","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=10, FN=0, Flags=........C, BI=100, SSID=pas"
"5239","6.958556","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=2187, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5241","6.959686","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1606, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5247","6.967955","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1853, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"5249","6.970313","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=2204, FN=0, Flags=........C, BI=100, SSID=pas"
"5260","6.979229","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=736, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5267","6.981751","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3896, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5273","6.984348","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1607, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5285","6.991434","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=759, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5289","6.994308","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3910, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5294","6.997634","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=11, FN=0, Flags=........C, BI=100, SSID=pdi"
"5310","7.004377","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=774, FN=0, Flags=........C, BI=100, SSID=pas"
"5315","7.006410","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3927, FN=0, Flags=........C, BI=100, SSID=pas"
"5322","7.008766","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1609, FN=0, Flags=........C, BI=100, SSID=pas"
"5324","7.009924","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=12, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5326","7.012929","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=2205, FN=0, Flags=........C, BI=100, SSID=pdi"
"5342","7.032011","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3454, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5345","7.034473","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=13, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5347","7.044724","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=775, FN=0, Flags=........C, BI=100, SSID=pdi"
"5348","7.046176","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=14, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5355","7.049595","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1610, FN=0, Flags=........C, BI=100, SSID=pdi"
"5361","7.057116","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=776, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5363","7.058332","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=19, FN=0, Flags=........C, BI=100, SSID=pas"
"5365","7.059734","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3937, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5366","7.060038","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=2241, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5367","7.061870","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1611, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5370","7.069899","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1855, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"5373","7.072412","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=2242, FN=0, Flags=........C, BI=100, SSID=pas"
"5378","7.081761","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=777, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5393","7.086920","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1612, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5417","7.096758","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3956, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5422","7.099346","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1613, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5433","7.106437","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=807, FN=0, Flags=........C, BI=100, SSID=pas"
"5434","7.108794","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3967, FN=0, Flags=........C, BI=100, SSID=pas"
"5437","7.111178","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1614, FN=0, Flags=........C, BI=100, SSID=pas"
"5438","7.111718","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=21, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5439","7.113751","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=2243, FN=0, Flags=........C, BI=100, SSID=pdi"
"5441","7.125762","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=2244, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5442","7.127012","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3606, FN=0, Flags=........C, BI=100, SSID=NEO"
"5449","7.133335","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3455, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5453","7.136710","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=22, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5457","7.147301","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=808, FN=0, Flags=........C, BI=100, SSID=pdi"
"5459","7.148766","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=23, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5464","7.151984","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1615, FN=0, Flags=........C, BI=100, SSID=pdi"
"5471","7.160851","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=33, FN=0, Flags=........C, BI=100, SSID=pas"
"5473","7.164296","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1616, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5496","7.189178","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1617, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5507","7.199129","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=3980, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5510","7.201248","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1618, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5511","7.201847","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=39, FN=0, Flags=........C, BI=100, SSID=pdi"
"5515","7.208331","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=823, FN=0, Flags=........C, BI=100, SSID=pas"
"5516","7.211087","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=3981, FN=0, Flags=........C, BI=100, SSID=pas"
"5517","7.213494","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1619, FN=0, Flags=........C, BI=100, SSID=pas"
"5518","7.215175","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=40, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5519","7.215522","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=2261, FN=0, Flags=........C, BI=100, SSID=pdi"
"5525","7.235901","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3457, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5528","7.238984","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=41, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5539","7.251602","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=42, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5547","7.261668","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=825, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5548","7.263286","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=46, FN=0, Flags=........C, BI=100, SSID=pas"
"5549","7.264357","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=3983, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5550","7.265447","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=2281, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5551","7.266621","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1621, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5564","7.286801","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=826, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5570","7.289167","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=3984, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5595","7.301347","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=4001, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5608","7.310875","Cisco_9b:54:d0","Broadcast","802.11","248","Beacon frame, SN=852, FN=0, Flags=........C, BI=100, SSID=pas"
"5609","7.313574","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=4014, FN=0, Flags=........C, BI=100, SSID=pas"
"5611","7.315959","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1624, FN=0, Flags=........C, BI=100, SSID=pas"
"5612","7.316527","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=48, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5614","7.318501","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=2283, FN=0, Flags=........C, BI=100, SSID=pdi"
"5615","7.324693","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3612, FN=0, Flags=........C, BI=100, SSID=NEO"
"5621","7.338337","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3458, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5623","7.341075","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=49, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5630","7.353420","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=50, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5631","7.354438","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=4015, FN=0, Flags=........C, BI=100, SSID=pdi"
"5632","7.357008","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1625, FN=0, Flags=........C, BI=100, SSID=pdi"
"5641","7.364010","Cisco_9b:54:d1","Broadcast","802.11","252","Beacon frame, SN=854, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5643","7.365624","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=51, FN=0, Flags=........C, BI=100, SSID=pas"
"5644","7.366628","Cisco_1b:d2:61","Broadcast","802.11","252","Beacon frame, SN=4016, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5645","7.367279","Cisco_1b:d5:04","Broadcast","802.11","252","Beacon frame, SN=2310, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5646","7.369174","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1626, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5649","7.376992","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1859, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"5650","7.379765","Cisco_1b:d5:00","Broadcast","802.11","248","Beacon frame, SN=2311, FN=0, Flags=........C, BI=100, SSID=pas"
"5653","7.388699","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=855, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5661","7.391611","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=4017, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5666","7.393604","Cisco_a9:50:a2","Broadcast","802.11","252","Beacon frame, SN=1627, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5675","7.400821","Cisco_9b:54:d4","Broadcast","802.11","252","Beacon frame, SN=871, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5676","7.403572","Cisco_1b:d2:64","Broadcast","802.11","252","Beacon frame, SN=4029, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5677","7.405942","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1628, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5678","7.406484","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=52, FN=0, Flags=........C, BI=100, SSID=pdi"
"5681","7.415924","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=4030, FN=0, Flags=........C, BI=100, SSID=pas"
"5682","7.418223","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1629, FN=0, Flags=........C, BI=100, SSID=pas"
"5683","7.418882","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=53, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5684","7.420719","Cisco_1b:d5:05","Broadcast","802.11","248","Beacon frame, SN=2312, FN=0, Flags=........C, BI=100, SSID=pdi"
"5686","7.432688","Cisco_1b:d5:01","Broadcast","802.11","252","Beacon frame, SN=2313, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5689","7.434678","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3616, FN=0, Flags=........C, BI=100, SSID=NEO"
"5701","7.440554","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3459, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5703","7.443914","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=54, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5722","7.454025","Cisco_9b:54:d5","Broadcast","802.11","248","Beacon frame, SN=873, FN=0, Flags=........C, BI=100, SSID=pdi"
"5727","7.455644","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=55, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5728","7.456742","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=4031, FN=0, Flags=........C, BI=100, SSID=pdi"
"5729","7.457246","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=2314, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5731","7.459224","Cisco_a9:50:a5","Broadcast","802.11","248","Beacon frame, SN=1630, FN=0, Flags=........C, BI=100, SSID=pdi"
"5736","7.468482","Cisco_9a:9d:50","Broadcast","802.11","248","Beacon frame, SN=56, FN=0, Flags=........C, BI=100, SSID=pas"
"5738","7.471569","Cisco_a9:50:a1","Broadcast","802.11","252","Beacon frame, SN=1631, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5739","7.479723","Cisco-Li_b0:b7:56","Broadcast","802.11","312","Beacon frame, SN=1861, FN=0, Flags=........C, BI=100, SSID=ICB-Wifi"
"5748","7.491374","Cisco_9b:54:d2","Broadcast","802.11","252","Beacon frame, SN=875, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5755","7.494324","Cisco_1b:d2:62","Broadcast","802.11","252","Beacon frame, SN=4033, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5775","7.508588","Cisco_a9:50:a4","Broadcast","802.11","252","Beacon frame, SN=1633, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5777","7.509232","Cisco_9a:9d:55","Broadcast","802.11","248","Beacon frame, SN=59, FN=0, Flags=........C, BI=100, SSID=pdi"
"5793","7.518750","Cisco_1b:d2:60","Broadcast","802.11","248","Beacon frame, SN=4050, FN=0, Flags=........C, BI=100, SSID=pas"
"5797","7.520895","Cisco_a9:50:a0","Broadcast","802.11","248","Beacon frame, SN=1634, FN=0, Flags=........C, BI=100, SSID=pas"
"5803","7.523570","Cisco_9a:9d:51","Broadcast","802.11","252","Beacon frame, SN=60, FN=0, Flags=........C, BI=100, SSID=eduroam"
"5816","7.543156","Cisco-Li_a6:53:7c","Broadcast","802.11","133","Beacon frame, SN=3460, FN=0, Flags=........C, BI=100, SSID=GISUM_W1"
"5817","7.546506","Cisco-Li_72:e1:78","Broadcast","802.11","135","Beacon frame, SN=3618, FN=0, Flags=........C, BI=100, SSID=NEO"
"5818","7.546701","Cisco_9a:9d:52","Broadcast","802.11","252","Beacon frame, SN=61, FN=0, Flags=........C, BI=100, SSID=alumnos"
"5825","7.558286","Cisco_9a:9d:54","Broadcast","802.11","252","Beacon frame, SN=62, FN=0, Flags=........C, BI=100, SSID=WifiUma"
"5826","7.559276","Cisco_1b:d2:65","Broadcast","802.11","248","Beacon frame, SN=4073, FN=0, Flags=........C, BI=100, SSID=pdi"
"5827","7.559727","Cisco_1b:d5:02","Broadcast","802.11","252","Beacon frame, SN=2348, FN=0, Flags=........C, BI=100, SSID=alumnos"
